ZIP_CODE,2020-04-03,2020-04-04,2020-04-05,2020-04-07,2020-04-08,2020-04-09,2020-04-10,2020-04-11,2020-04-12,2020-04-13,2020-04-14,2020-04-15,2020-04-16,2020-04-17,2020-04-18,2020-04-19,2020-04-20,2020-04-21,2020-04-22,2020-04-23,2020-04-24,2020-04-25,2020-04-26,2020-04-27,2020-04-28,2020-04-29,2020-04-30,2020-05-01,2020-05-02,2020-05-03,2020-05-04,2020-05-05,2020-05-06,2020-05-07,2020-05-08,2020-05-09,2020-05-10,2020-05-11,2020-05-12,2020-05-13,2020-05-14,2020-05-15,2020-05-16,2020-05-17,2020-05-18,2020-05-19,2020-05-20,2020-05-21,2020-05-22,2020-05-23,2020-05-24,2020-05-25,2020-05-26,2020-05-27,2020-05-28,2020-05-29,2020-05-30,2020-05-31,2020-06-01,2020-06-02,2020-06-03,2020-06-04,2020-06-05,2020-06-06,2020-06-07,2020-06-08,2020-06-09,2020-06-10,2020-06-11,2020-06-12,2020-06-13,2020-06-14,2020-06-15,2020-06-16,2020-06-17,2020-06-18,2020-06-19,2020-06-20,2020-06-21,2020-06-22,2020-06-23,2020-06-24,2020-06-25,2020-06-26,2020-06-27,2020-06-28,2020-06-30,2020-07-01,2020-07-02,2020-07-03,2020-07-04,2020-07-05,2020-07-06,2020-07-07,2020-07-08,2020-07-09,2020-07-10,2020-07-11,2020-07-12,2020-07-13,2020-07-14,2020-07-15,2020-07-16,2020-07-17,2020-07-18,2020-07-19,2020-07-20,2020-07-21,2020-07-22,2020-07-23,2020-07-24,2020-07-25,2020-07-26,2020-07-27,2020-07-28,2020-07-29,2020-07-30,2020-07-31,2020-08-01,2020-08-02,2020-08-03,2020-08-04,2020-08-05,2020-08-06,2020-08-07,2020-08-08,2020-08-09,2020-08-10,2020-08-11,2020-08-12,2020-08-13,2020-08-14,2020-08-15,2020-08-16,2020-08-17,2020-08-18,2020-08-19,2020-08-20,2020-08-21,2020-08-22
11360,27,8,3,21,5,15,9,6,20,4,7,6,8,2,6,3,3,3,5,14,13,13,447,-438,1,4,2,2,0,6,3,1,0,0,1,1,0,1,2,1,0,2,2,0,0,0,2,0,0,1,1,0,2,0,1,3,0,1,0,1,0,1,0,3,2,0,0,0,0,0,1,1,0,0,3,0,0,0,2,0,0,1,0,0,1,1,1,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,3,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,2
11361,33,12,15,33,7,22,17,5,24,5,7,6,13,14,4,3,3,9,4,19,6,6,531,-520,4,3,7,3,5,3,2,4,3,1,0,4,1,3,4,2,2,6,4,3,0,1,3,0,2,0,1,3,0,2,0,1,2,1,1,0,0,1,5,1,1,0,1,2,0,0,0,1,0,0,0,1,0,0,1,0,1,1,1,1,1,0,3,1,2,1,0,1,0,0,0,1,1,0,1,1,2,1,0,0,0,2,0,2,0,0,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,1,-1,0,2,0,0,2,0,1,0,1,0,2,0,2
11362,24,0,3,33,3,14,7,10,9,6,10,3,4,7,2,3,2,16,2,9,9,8,430,-421,4,2,3,4,3,0,1,1,3,2,1,3,3,0,2,2,1,1,1,0,-1,0,0,2,0,1,1,1,0,1,4,0,1,0,2,1,0,1,1,1,2,0,1,0,7,4,2,0,0,0,-1,1,0,1,1,0,1,1,0,0,0,0,1,1,1,0,1,1,0,1,0,0,0,0,2,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0,0,3,1,0,0,0,1,1,0,1,-2,1,2,0,0,0,0,0,0,1,0,1,1,0
11363,6,5,4,10,3,8,2,0,3,1,0,3,1,0,2,1,0,0,1,1,4,2,161,-159,0,0,1,2,0,0,0,1,1,1,1,0,3,0,0,1,-1,0,0,1,0,0,0,0,0,-1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,-1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,1,1,1,0,0,0,0,-1,0,0,0,0,0,0,1,1,0,0
11364,36,9,6,32,4,20,17,5,17,6,17,6,15,11,8,8,6,7,6,18,9,8,633,-624,6,2,4,6,4,4,3,0,3,5,0,4,3,4,0,0,0,3,1,2,1,2,0,1,0,2,0,1,0,0,1,0,1,3,-1,1,1,1,1,1,0,0,0,0,0,0,1,1,0,0,0,1,2,0,1,0,0,2,0,0,1,0,0,0,0,3,2,1,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,2,3,0,0,1,0,0,1,1,4,3,2,1,2,2,0,1,0,0,0,0,1,0,0
11365,63,19,20,45,13,32,43,10,29,17,18,17,16,18,18,18,7,16,4,21,33,10,906,-890,12,2,15,13,5,8,12,5,4,2,1,4,4,3,1,3,4,8,9,3,5,2,4,2,3,0,1,2,1,1,5,4,3,1,0,1,2,1,1,0,1,1,2,1,4,1,2,1,1,3,1,1,0,2,5,5,3,0,1,0,1,1,1,1,4,0,2,1,0,0,1,4,0,3,3,1,1,4,0,0,1,1,3,6,0,2,2,0,1,2,6,2,1,2,1,1,1,0,1,4,1,0,2,1,1,0,0,2,0,5,2,2,0,1,2,0
11366,46,13,11,20,3,17,17,3,8,5,10,7,12,8,10,2,4,4,5,7,6,6,402,-396,4,3,2,3,2,2,1,1,0,0,0,0,4,1,0,0,2,0,3,1,0,2,2,0,8,3,0,0,0,0,3,1,1,0,0,0,0,0,1,1,1,1,0,0,0,0,0,1,0,0,0,1,1,0,3,0,1,0,0,1,0,1,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1,0,1,1
11367,85,22,22,38,13,43,25,8,17,13,15,17,17,14,18,9,9,9,12,39,18,22,1119,-1095,7,2,14,18,7,12,8,8,12,6,3,8,7,3,0,1,5,14,7,4,2,2,4,5,6,5,3,4,0,2,1,2,1,4,3,1,2,0,1,5,2,2,1,0,2,0,3,1,0,1,1,1,1,2,3,1,1,1,2,1,2,1,2,1,2,8,3,4,0,3,0,3,0,1,2,2,0,3,2,7,1,2,2,7,0,2,-1,3,0,1,4,2,0,5,0,0,0,1,2,1,3,1,2,1,3,3,0,0,2,2,1,0,1,3,0,2
11368,298,92,109,213,69,404,116,39,111,48,64,53,68,70,48,68,46,56,27,99,95,71,2187,-2072,91,24,66,53,66,76,42,30,35,60,15,53,53,43,21,28,22,48,39,22,21,14,20,6,16,8,22,7,9,13,24,24,24,14,1,10,20,13,9,15,12,19,10,10,7,9,11,5,17,7,14,11,5,3,25,2,9,7,15,21,10,5,20,11,7,5,10,23,3,6,2,10,5,7,6,4,2,3,8,8,8,10,7,15,1,12,-2,11,2,2,4,8,2,7,10,5,3,2,6,5,7,9,0,4,5,7,8,6,6,4,1,1,4,4,4,5
11369,133,40,43,61,24,114,67,26,44,20,26,24,24,30,26,22,11,15,9,33,41,27,935,-895,32,10,20,15,12,21,19,16,6,10,7,14,9,13,7,6,11,9,20,6,10,2,7,-1,5,4,-1,5,3,4,9,10,11,8,3,7,5,4,4,7,4,3,3,1,4,0,2,2,2,2,2,1,1,4,4,1,1,1,2,2,2,0,3,4,2,4,4,3,2,2,1,5,1,2,1,1,2,0,1,2,2,1,2,1,3,1,-2,4,0,1,5,1,3,0,1,1,0,1,3,2,1,2,1,0,0,0,2,3,1,3,0,1,0,0,1,0
11370,132,30,33,60,21,77,66,14,22,14,36,13,31,35,12,24,14,25,13,30,19,15,1187,-1157,17,3,11,14,12,9,9,6,2,7,3,5,3,9,2,2,1,5,5,4,5,1,4,0,2,2,1,1,1,1,5,4,5,3,0,3,7,1,2,3,1,4,2,2,2,1,3,2,2,0,3,3,1,0,3,0,2,1,1,0,1,1,3,4,0,1,5,4,0,1,0,2,2,1,0,1,4,5,6,1,1,1,1,1,1,1,0,1,1,1,0,1,0,0,0,0,1,2,0,1,1,0,1,0,0,0,3,2,0,3,0,1,3,2,3,0
11372,205,50,59,110,41,275,90,33,73,48,35,34,32,52,51,52,9,23,17,53,60,41,1548,-1501,30,11,29,19,30,22,20,36,9,27,11,27,23,11,15,10,13,20,13,7,14,6,14,3,6,1,5,6,1,6,11,8,12,6,3,0,21,2,4,7,4,8,4,8,6,5,7,2,4,5,9,6,2,5,3,4,3,3,8,8,1,2,15,5,3,5,3,6,0,2,3,8,4,3,3,0,2,1,4,5,4,3,6,10,1,2,5,8,3,1,5,3,1,1,1,1,2,4,4,4,3,2,2,1,2,7,6,4,6,2,2,0,3,1,9,4
11373,10,62,80,159,48,412,135,42,80,34,46,39,53,73,51,41,30,43,13,76,82,34,2085,-2000,47,16,46,37,26,39,30,36,15,20,5,36,15,17,14,7,14,40,24,10,15,10,9,6,17,6,12,7,5,2,13,7,9,6,5,0,7,5,5,3,6,10,3,5,4,6,9,4,12,7,7,2,7,6,6,5,2,3,4,8,0,5,0,2,3,8,5,13,1,4,0,2,1,3,3,-1,0,6,7,2,6,4,3,1,1,2,6,8,1,3,5,3,0,0,11,5,5,3,3,1,3,0,5,3,3,6,6,2,11,6,1,2,3,4,1,1
11374,100,41,19,44,23,35,44,11,37,13,24,17,14,22,16,13,15,10,9,16,18,10,1214,-1192,10,2,8,9,7,3,9,5,5,11,5,13,2,4,7,1,8,4,7,3,5,5,5,2,4,3,3,1,5,3,3,1,3,2,0,1,3,2,0,3,0,2,1,0,0,1,1,0,1,0,2,1,1,0,2,0,3,3,1,2,1,1,4,4,1,1,3,2,0,0,2,5,0,0,1,3,4,2,0,0,0,0,0,2,1,4,1,2,1,1,1,1,2,1,3,2,1,1,1,0,3,4,3,-1,1,4,2,2,1,2,3,0,2,1,1,1
11375,141,54,40,91,33,48,34,13,65,33,33,23,34,35,30,13,9,23,4,40,37,12,1787,-1757,20,7,10,12,5,15,13,4,11,10,4,4,3,6,2,4,4,7,8,6,1,3,3,2,4,5,2,4,1,2,4,1,2,4,0,1,3,1,2,0,2,3,2,3,3,3,6,1,2,5,5,0,0,0,2,0,3,1,0,2,-2,0,-17,-5,-1,2,-4,2,0,1,-2,-5,-4,-2,0,3,2,1,-1,-1,-2,0,3,5,0,4,2,1,1,4,-1,2,2,0,0,2,0,2,2,1,6,6,1,2,0,7,5,3,-1,4,3,5,2,4,3,7
11377,151,48,57,116,36,190,90,20,80,21,41,39,42,38,44,27,15,29,16,58,60,45,1698,-1655,35,19,33,17,26,24,29,14,11,19,14,16,19,15,8,7,26,29,25,5,11,5,7,12,9,4,4,10,4,7,11,4,19,6,6,9,7,8,10,9,3,9,3,7,9,11,7,7,7,2,9,1,3,5,9,1,1,0,3,1,1,3,10,4,3,0,5,8,1,2,4,5,2,2,3,4,1,3,2,6,3,8,6,2,2,5,1,6,0,1,7,4,0,2,5,1,1,2,2,6,2,1,2,2,0,5,6,5,0,1,1,2,2,0,1,1
11378,42,21,13,31,11,44,29,11,39,5,17,7,13,17,12,18,6,17,6,29,23,14,786,-767,4,5,10,6,8,11,2,5,3,4,3,4,3,5,2,10,2,8,5,3,1,0,0,0,1,3,2,-1,0,1,2,2,6,2,0,3,3,1,3,2,1,3,2,0,1,2,2,1,1,3,3,0,5,2,1,0,0,1,0,0,0,1,1,0,2,0,0,1,1,1,1,1,0,2,2,0,2,2,0,2,1,3,2,0,0,2,1,0,0,0,1,0,2,3,1,-1,0,1,0,0,1,1,1,1,1,2,1,1,3,0,2,1,1,0,0,1
11379,57,8,16,41,9,40,28,9,31,4,21,17,15,18,11,11,10,17,3,20,37,13,913,-893,11,3,13,10,9,0,11,1,3,7,0,10,7,5,4,8,0,9,3,1,3,3,6,-1,0,1,2,1,3,0,1,1,2,4,0,0,2,0,1,3,0,2,4,2,0,1,0,1,2,0,2,0,0,1,4,4,2,3,1,0,6,1,6,0,2,4,1,1,0,1,0,0,2,1,1,1,1,1,1,0,0,1,2,0,0,2,0,2,0,2,2,2,0,0,0,0,2,1,0,0,1,2,2,0,0,0,3,0,0,2,1,0,0,3,1,1
11385,181,33,29,99,37,81,78,14,89,25,48,28,52,33,36,37,20,51,33,66,63,53,1978,-1923,35,11,21,40,9,29,25,13,19,20,4,23,24,16,6,9,14,17,15,6,5,3,9,5,12,0,7,5,4,5,16,6,12,3,2,3,11,4,3,8,5,4,3,2,5,3,5,6,2,0,11,1,5,4,10,2,4,1,5,3,4,3,9,2,3,1,2,10,5,2,4,0,0,4,7,7,4,5,1,2,2,1,7,12,2,2,0,8,5,3,3,10,5,5,6,4,2,3,5,5,3,4,3,2,1,2,3,1,3,1,1,2,4,2,1,1
11411,62,33,25,38,8,24,30,16,21,11,14,10,11,14,12,6,6,11,9,18,24,7,557,-551,5,4,6,4,4,12,0,10,7,1,2,6,4,0,2,3,4,3,3,3,0,1,1,4,5,3,2,3,1,1,3,0,1,0,0,1,0,1,1,3,0,0,0,0,0,0,3,1,1,0,4,0,1,0,0,2,1,0,0,0,2,3,1,1,0,0,1,1,1,1,0,1,1,0,2,0,1,0,0,1,2,2,0,0,0,0,0,1,0,0,0,2,0,2,1,0,0,1,0,1,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0
11412,103,38,37,73,16,65,54,14,48,13,32,21,30,25,22,23,12,29,12,54,38,15,1061,-1030,6,6,23,12,8,14,8,7,7,4,1,8,8,2,1,1,2,5,7,0,1,1,3,0,1,4,3,2,6,4,2,5,4,4,0,2,4,1,3,3,1,0,0,0,1,2,4,1,2,5,3,0,0,0,0,2,3,3,3,1,1,2,2,2,0,2,5,1,0,0,1,1,3,1,2,0,-1,5,2,0,0,1,2,1,0,0,1,3,0,0,2,0,2,1,0,1,1,1,0,3,2,2,3,0,1,1,2,0,0,1,1,0,0,1,0,0
11413,132,27,40,68,21,73,52,17,61,21,27,20,25,28,17,27,10,27,19,32,35,17,1132,-1108,13,10,13,16,10,8,8,9,7,8,2,10,13,9,3,4,3,2,3,7,4,3,6,-2,3,4,8,4,3,5,2,5,4,4,2,2,4,4,3,2,2,3,1,1,0,3,2,0,2,2,1,1,0,2,3,2,2,1,0,3,1,1,2,1,1,2,0,1,0,0,1,0,1,6,4,1,2,2,2,1,3,3,3,0,-1,2,2,1,0,2,3,1,-1,2,3,0,0,2,3,3,1,2,0,0,0,0,0,0,1,3,1,0,1,1,1,3
11414,58,18,14,89,13,38,29,13,19,20,42,22,15,17,14,5,7,23,10,21,12,11,791,-779,7,0,7,10,5,9,8,2,3,4,1,9,5,6,3,2,2,4,4,4,1,4,1,3,1,0,0,0,1,0,1,2,2,1,0,0,1,0,0,1,0,1,0,1,1,1,0,0,0,0,3,1,0,0,0,0,0,0,0,0,2,0,3,1,0,3,2,4,0,0,4,0,1,0,2,1,3,1,1,1,-1,0,0,0,0,0,1,0,0,3,2,0,6,1,1,0,1,2,1,2,0,-1,1,0,2,0,1,0,2,3,2,2,0,0,4,1
11415,36,13,7,26,8,12,25,8,22,6,8,2,17,8,12,7,4,7,8,9,15,2,573,-559,5,2,3,1,3,10,4,7,8,3,3,1,5,2,4,6,3,3,4,0,2,4,1,1,2,1,1,2,2,2,3,2,1,0,1,-1,2,0,4,1,1,0,0,0,2,1,0,0,-1,0,0,0,1,1,0,0,1,0,0,1,0,1,3,0,1,1,1,1,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,2,0,1,0,0,0,0,1,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,1,2,1,1
11416,44,22,21,29,5,29,19,16,15,14,16,12,16,12,11,14,13,13,2,21,24,25,517,-492,9,0,9,8,14,20,10,3,-1,1,0,14,8,8,4,6,3,6,2,5,6,3,1,2,3,1,1,2,2,1,0,6,2,2,1,3,3,1,0,2,1,1,1,1,1,3,2,0,0,0,2,0,2,1,0,4,0,1,1,0,1,4,2,1,0,1,0,1,0,2,2,0,2,2,1,0,0,2,0,0,1,0,1,3,0,2,-2,3,0,1,1,0,2,0,1,2,0,0,1,1,0,1,2,0,0,3,1,1,2,2,0,0,3,0,0,0
11417,57,11,13,61,8,47,13,10,28,18,23,7,21,18,16,11,10,28,16,22,42,24,737,-721,9,15,21,10,8,10,6,7,5,6,2,13,7,3,3,5,2,6,2,8,2,4,7,2,1,-2,0,3,3,3,8,1,3,0,0,0,3,0,3,1,0,1,0,0,1,1,0,1,3,1,3,1,2,1,2,1,1,2,2,1,0,0,0,1,0,2,0,2,0,1,0,1,0,0,0,1,2,0,0,1,3,1,1,0,0,1,-2,2,0,1,2,2,2,2,0,0,0,0,0,1,0,5,0,0,1,0,1,2,3,3,0,1,1,0,0,0
11418,77,15,21,57,19,38,39,11,39,15,18,13,32,22,29,14,6,21,12,43,28,12,930,-900,22,9,14,8,15,14,13,10,4,8,4,11,13,9,1,3,7,13,5,6,6,10,3,4,1,6,2,2,1,2,6,8,1,2,-1,0,1,3,3,7,3,3,2,1,3,1,4,0,2,7,1,1,4,3,4,2,3,4,1,3,0,9,0,1,2,2,0,2,1,1,5,2,1,1,3,1,1,1,3,2,2,0,0,1,0,1,-2,6,0,0,2,0,2,2,1,0,0,3,-1,2,1,0,1,0,0,1,0,0,0,1,1,0,4,1,1,0
11419,79,29,28,68,12,45,40,12,47,23,35,11,18,29,29,33,12,21,17,43,37,21,973,-943,26,5,18,16,14,15,7,12,8,10,3,12,4,12,5,8,3,10,6,4,6,4,11,3,2,1,5,3,2,5,11,2,6,5,2,1,11,4,4,1,4,2,1,4,0,1,4,3,0,1,4,3,0,2,3,1,5,1,2,2,1,2,1,0,1,3,4,0,1,2,1,2,1,2,0,1,5,2,0,3,1,3,2,6,-1,1,-3,3,1,2,3,3,1,0,0,0,2,2,3,1,1,0,1,1,1,0,1,3,1,2,1,1,1,1,5,2
11420,116,26,33,75,33,49,48,20,52,25,45,14,30,22,28,24,9,42,29,53,30,31,1202,-1166,17,10,11,12,18,18,10,7,10,11,5,12,7,5,4,5,7,11,8,6,3,3,3,10,5,3,3,7,2,1,4,3,2,1,1,1,1,2,1,3,1,0,3,2,2,3,2,4,1,1,4,3,6,1,2,4,0,1,1,3,1,0,1,2,3,3,6,5,0,2,4,0,4,1,0,0,1,4,1,0,0,1,1,2,0,1,2,2,-1,0,5,0,2,2,2,1,1,1,1,1,3,2,0,1,1,1,4,3,0,3,1,2,3,-1,4,5
11421,78,25,18,74,21,63,56,18,47,17,36,22,28,13,21,21,21,23,10,33,37,23,976,-950,15,9,13,14,13,16,17,7,14,7,5,10,11,13,3,4,7,1,11,4,8,5,4,0,8,1,1,1,0,5,1,3,5,2,2,2,4,3,2,2,1,0,1,0,0,2,1,1,1,3,0,5,5,2,1,0,2,2,4,2,4,1,1,1,1,0,0,4,0,2,0,2,0,3,3,1,1,1,2,2,0,2,1,2,-1,1,-3,3,1,1,3,4,2,0,6,1,0,4,3,3,2,4,4,0,0,1,0,0,4,2,0,0,5,0,2,0
11422,92,28,28,58,15,35,39,11,35,15,16,23,19,20,15,19,11,17,10,22,23,19,908,-890,10,8,9,14,2,8,11,8,5,4,4,7,5,9,2,2,4,7,6,1,2,0,0,3,4,2,3,2,1,5,6,2,6,1,-1,0,2,1,1,3,1,0,2,2,3,2,0,1,1,2,3,3,2,1,2,5,1,0,2,0,2,2,5,1,2,2,2,0,2,6,0,1,2,0,1,0,2,1,0,1,2,3,0,6,0,1,1,3,0,0,3,0,1,2,0,2,1,1,2,0,2,0,0,0,0,0,0,2,1,0,0,2,3,0,0,1
11423,84,14,11,63,20,56,30,11,33,26,24,20,27,23,25,22,12,23,12,17,35,25,815,-789,22,12,9,16,9,8,11,4,10,15,2,55,6,7,4,1,6,8,2,3,1,2,8,5,4,4,2,1,2,3,3,1,7,4,0,2,0,2,5,3,0,2,1,0,1,2,0,1,2,2,1,1,4,1,1,2,1,0,1,2,0,1,5,1,3,1,3,0,1,2,0,2,0,2,0,0,0,1,5,1,2,0,0,1,0,0,0,2,0,1,0,4,1,1,1,0,0,1,0,5,2,0,1,1,0,1,2,1,3,0,0,2,1,1,0,1
11426,40,14,8,51,11,18,20,7,22,9,15,3,9,6,14,8,2,8,7,16,18,11,547,-540,0,11,3,4,7,3,1,1,2,1,2,6,5,3,4,2,0,1,4,-1,-1,1,0,1,2,2,0,0,0,0,1,1,0,0,2,1,0,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,1,1,0,1,0,2,0,-1,0,1,1,1,0,2,1,1,1,1,0,2,0,0,1,0,0,1,1,0,0,1,1,0,0,0,1,1,0,0,2,1,0,1,1,1,1,0,0,0,0,0,0,0
11427,52,25,14,51,11,33,28,12,33,16,19,8,19,12,11,16,9,16,4,17,31,17,714,-700,9,7,6,6,3,7,1,2,7,3,3,6,2,6,1,3,4,6,4,3,3,1,7,1,5,1,5,0,0,4,0,2,1,4,-1,0,2,1,1,2,0,1,0,2,3,2,2,3,2,0,2,0,1,0,1,2,0,0,1,1,0,0,0,0,3,0,2,0,1,0,2,1,0,0,0,1,1,2,1,2,1,1,2,2,0,0,1,0,1,2,1,1,1,-1,0,0,1,1,0,1,1,1,0,0,2,0,0,0,2,0,0,0,0,0,1,3
11428,55,12,14,48,11,28,30,10,29,15,18,14,21,11,25,17,6,13,6,22,21,9,551,-538,5,2,9,9,6,4,6,5,6,2,1,5,2,2,1,3,3,2,2,1,0,4,1,2,2,4,3,2,0,1,3,3,1,0,1,1,2,2,3,2,1,0,0,1,2,-1,1,1,0,0,1,1,2,1,1,0,1,0,1,0,0,0,0,3,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,3,1,0,1,0,0,0,0,1,1,0,2,0,2,0,1,0,2,0,0,1,0,0,1,0,0,1,0,1,1,1,0,0
11429,111,22,26,59,21,30,50,14,40,12,27,20,15,16,16,18,13,17,10,28,26,13,705,-685,9,3,5,9,8,10,4,3,3,4,3,8,7,8,1,6,1,2,0,3,-2,2,1,8,2,2,5,3,0,6,2,5,1,1,0,3,3,2,2,2,4,2,5,3,5,2,1,2,2,1,0,1,0,3,6,1,2,2,0,1,0,2,0,2,2,2,3,1,0,1,2,1,4,1,2,1,0,2,0,1,0,0,2,1,1,1,1,3,0,0,0,4,3,1,0,1,0,-1,0,1,1,1,0,-1,2,0,0,1,1,0,0,0,2,0,0,0
11432,43,23,31,88,11,109,63,14,56,29,37,28,37,45,22,36,25,31,20,44,61,34,1379,-1321,30,31,30,23,19,13,23,14,11,15,2,24,19,10,10,7,7,20,17,4,12,5,5,3,12,6,4,6,2,9,6,4,1,10,1,4,10,2,9,12,4,6,4,6,4,4,2,2,3,5,3,4,5,3,6,0,1,1,3,0,1,3,5,2,4,2,1,2,2,4,3,1,3,2,3,0,1,1,6,3,0,1,1,-1,1,3,-1,5,0,1,2,1,1,2,3,4,3,2,1,0,2,1,5,1,1,3,6,2,4,11,7,-1,6,4,1,4
11433,71,13,23,46,15,71,29,9,45,16,22,14,21,27,16,19,17,14,11,25,23,20,828,-798,13,6,12,12,9,8,12,2,6,4,3,4,4,3,1,6,8,7,8,0,1,7,1,6,1,1,3,3,1,5,4,3,5,6,2,1,2,3,1,2,3,2,1,0,3,4,2,0,2,3,4,0,3,1,1,2,0,1,0,3,0,0,2,2,0,1,1,0,1,2,-1,3,1,6,-2,1,0,0,1,0,1,0,2,2,0,3,1,2,0,1,1,2,0,3,0,0,0,3,1,2,1,1,2,3,1,2,1,0,1,4,1,2,1,1,0,1
11434,178,48,51,117,33,110,73,29,63,39,55,36,45,49,37,35,25,34,18,48,56,32,1716,-1665,16,13,22,17,12,15,15,9,33,33,3,21,31,8,3,13,8,9,12,9,24,7,8,6,8,8,5,7,4,8,6,11,10,7,3,6,3,3,8,10,2,6,5,4,2,5,10,2,1,2,2,1,2,4,7,2,6,0,2,2,1,1,3,3,1,3,1,9,2,7,0,3,1,4,1,0,0,2,2,5,2,0,2,2,1,3,0,2,1,0,2,1,3,3,2,2,1,1,2,2,3,0,0,1,0,2,1,6,0,0,2,2,1,3,1,1
11435,116,32,44,65,17,82,58,19,70,29,36,23,34,32,30,29,20,28,18,56,48,36,1503,-1449,19,10,24,20,20,19,9,14,17,11,12,11,13,15,5,8,2,13,9,8,7,4,7,4,7,3,4,6,8,8,6,1,3,5,0,2,3,0,3,3,1,2,2,10,3,3,3,2,1,3,3,5,1,2,4,0,3,1,3,3,1,3,0,7,3,3,1,3,1,0,1,4,1,0,0,0,1,2,1,1,4,2,3,3,0,2,-2,4,1,3,2,2,0,1,1,2,0,4,0,2,0,0,1,2,1,4,3,1,2,1,4,2,3,1,1,1
11436,37,11,12,26,8,23,23,5,24,11,12,11,8,9,9,13,8,7,7,20,20,11,460,-450,3,5,10,5,6,1,4,5,2,4,0,3,6,3,1,2,1,6,1,1,1,1,2,1,1,2,2,0,1,2,2,3,0,0,0,0,2,4,1,0,0,1,1,3,3,1,0,0,1,1,1,1,0,1,1,0,1,2,1,0,0,0,1,0,0,0,2,2,0,2,4,1,1,3,2,0,1,2,-1,1,1,1,0,2,0,0,-1,3,1,0,2,0,3,1,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,1,0,0,2,1,0,0
11691,180,44,53,109,39,80,52,26,92,44,60,87,50,65,42,37,29,18,30,76,41,48,1622,-1565,24,17,33,22,17,15,12,15,13,24,16,12,16,18,7,9,11,11,24,27,14,6,7,9,10,2,8,13,3,13,11,19,10,8,4,5,10,8,9,11,7,7,8,11,5,5,7,7,13,12,10,2,4,6,10,5,6,4,11,8,1,4,14,-1,4,5,2,0,6,6,3,2,1,2,1,0,3,3,7,5,1,0,2,0,1,2,7,5,0,2,2,9,4,2,6,0,0,3,5,4,8,1,5,2,6,1,2,3,1,6,5,4,2,4,5,2
11692,45,14,13,32,12,20,21,10,20,13,22,11,9,16,8,16,2,5,9,16,22,11,467,-451,5,2,1,5,4,6,14,13,1,4,0,5,3,3,1,0,5,5,4,1,0,1,2,1,0,4,4,2,6,2,4,3,0,2,5,2,4,2,1,4,0,0,1,4,1,5,4,0,2,2,2,1,2,1,3,5,1,0,1,0,3,2,1,0,0,1,1,5,0,0,1,0,2,2,0,0,2,1,1,2,1,0,1,1,0,1,2,1,0,0,0,2,0,0,0,1,1,3,0,1,0,2,1,2,2,0,2,1,0,4,1,1,1,1,0,0
11693,30,4,11,16,7,13,17,1,12,8,15,8,7,4,9,8,1,5,2,3,4,4,340,-334,1,2,1,1,3,4,1,1,1,1,0,1,1,2,0,0,0,3,5,0,4,1,0,0,5,1,1,0,0,0,0,1,0,0,2,1,1,0,0,0,0,1,0,0,0,0,3,0,0,0,2,0,1,0,0,1,0,2,0,0,2,0,0,0,0,0,1,0,0,1,1,0,0,0,1,1,0,0,2,0,-1,0,0,0,1,0,1,-1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
11694,45,13,25,41,10,25,28,12,18,11,13,21,14,11,20,8,7,10,9,19,37,11,692,-674,7,7,12,10,4,5,8,1,4,0,0,4,14,3,1,2,3,2,2,0,4,3,0,3,13,2,2,2,1,3,3,1,0,0,0,0,2,0,3,1,0,0,3,0,3,5,4,3,2,1,1,0,1,1,9,3,1,4,1,1,0,0,0,0,0,1,2,2,0,0,1,2,1,0,2,1,0,0,0,0,-1,1,0,1,1,1,0,1,0,2,1,1,2,0,1,0,0,1,0,0,1,0,0,0,0,3,2,0,1,0,0,1,1,2,0,1
11697,5,1,3,10,0,8,9,2,0,0,2,4,2,1,1,0,0,0,0,1,4,1,136,-134,0,0,0,1,1,2,0,0,0,1,0,0,0,0,0,0,0,0,3,3,2,1,0,1,4,1,3,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,-1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0
